"etf_code","etf_name","base_index_name","listing_date","market_large","market_medium","market_small","asset_large","asset_medium","asset_small","found_kr_cd","launch_date","theme","investment_object","investment_strategy","description","fiscal_month","total_expense","asset_management_company","aum","disparate_ratio","dividend_yield"
"A261220","KODEX WTI원유선물(H)","S&P GSCI Crude Oil Index ER","2016-12-27","해외","해외","해외","원자재","에너지","원유","K55105BJ8567","2016-12-23","ETF,ETF(기타),원자재펀드,천연자원펀드","이 투자신탁은 NYMEX(New York Mercantile Exchange, 뉴욕상업거래소)에서 거래되는 원자재선물 중에서 WTI 원유선물(NYMEX Light CrudeSweet Oil Futures, 이하 ‘WTI원유선물) 가격을 기초로 하는 S&P GSCI CrudeOil Index Excess Return를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함.","S&P GSCI Crude Oil Index Excess Return를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함*에 있어 WTI원유 선물 또는 WTI원유 관련 상장지수집합투자증권, WTI원유 선물 또는 WTI원유 현물 관련 장내파생상품 등에 분산투자 합니다.","이 투자신탁은 S&P GSCI Crude Oil Index Excess Return Index (이하“기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다. 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다.",\n,"0.35","삼성자산운용(주)","60759794843","0.57",\n
"A266360","KODEX 미디어&엔터테인먼트","KRX 미디어&엔터테인먼트","2017-03-28","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","정보기술","K55105BM5626","2017-03-27","ETF,ETF(국내주식),IT펀드","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX미디어&엔터테인먼트 지수(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산 을 운용함을 그 운용목적으로 합니다.","이 투자신탁은 KRX 미디어&엔터테인먼트 지수의 성과를 추적하는 운용목적을 달성하기 위하여 KRX 미디어&엔터테인먼트 지수의 구성 종목을 중심으로 투자신탁재산을 운용합니다.","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX IT소프트웨어 지수(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.45","삼성자산운용(주)","38200324576","0.04","0.60"
"A266370","KODEX IT","KRX 정보기술","2017-03-28","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","정보기술","K55105BM5634","2017-03-27","ETF,ETF(국내주식),IT펀드","이 투자신탁은 한국거래소(KRX)가 산출, 발표하는 KRX 정보기술 지수(이하 ""기초지수""라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.","이 투자신탁은 한국거래소(KRX)가 산출, 발표하는  KRX 정보기술 지수(이하 ""기초지수""라 한다)를 완전복제하는 방식으로 포트폴리오를 구성할 예정입니다.","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX IT하드웨어 지수(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.45","삼성자산운용(주)","17561613768","-0.06","1.01"
"A266390","KODEX 경기소비재","KRX 경기소비재","2017-03-28","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","경기소비재","K55105BM5592","2017-03-27","ETF,ETF(국내주식),컨슈머(소비재)","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 경기소비재 지수(이하 “기초지수”라 한다)를기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 경기소비재 지수(이하 “기초지수”라한다)를 완전복제하는 방식으로 포트폴리오를 구성할 예정입니다. 다만, 필요에 따라서 기초지수의 구성종목 중에서 부도리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고, 당해 투자가능대상 종목 중에서 추적오차를 감안하여 최종 투자대상종목을 구성하는 표본추출(Sampling)하는 방식을 병행할 수 있습니다.","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 경기소비재 지수(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.45","삼성자산운용(주)","4007499789","0.06","2.62"
"A266410","KODEX 필수소비재","KRX 필수소비재","2017-03-28","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","생활소비재","K55105BM5600","2017-03-27","ETF,ETF(국내주식),컨슈머(소비재)","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 필수소비재 지수(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 필수소비재 지수(이하 “기초지수”라한다)를 완전복제하는 방식으로 포트폴리오를 구성할 예정입니다. 다만, 필요에 따라서 기초지수의 구성종목 중에서 부도리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고,당해 투자가능대상 종목 중에서 추적오차를 감안하여 최종 투자대상종목을 구성하는 표본추출(Sampling)하는 방식을 병행할 수 있습니다.","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 필수소비재 지수(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.45","삼성자산운용(주)","11543302468","0.03","2.29"
"A266420","KODEX 헬스케어","KRX 헬스케어","2017-03-28","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","헬스케어","K55105BM4843","2017-03-27","ETF,ETF(국내주식),헬스케어","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 헬스케어 지수(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 헬스케어 지수(이하 “기초지수”라 한다)를 완전복제하는 방식으로 포트폴리오를 구성할 예정입니다. 다만, 필요에 따라서 기초지수의 구성종목 중에서 부도리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고, 당해 투자가능대상 종목 중에서 추적오차를 감안하여 최종 투자대상종목을 구성하는 표본추출(Sampling)하는 방식을 병행할 수 있습니다.","이 투자신탁은 한국거래소(KRX)가 산출·발표하는 KRX 헬스케어 지수(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.09","삼성자산운용(주)","79323388858","-0.11","0.20"
"A269370","TIGER S&P글로벌인프라(합성)","S&P Global Infrastructure Index","2017-05-16","해외","글로벌","글로벌","주식","업종섹터","주식","K55301BO5469","2017-05-15","ETF,ETF(해외주식),인프라펀드","이 투자신탁은 주식을 기초자산으로 하여 파생상품시장에서 거래되는 장외파생상품을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, “S&P Global Infrastructure 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 원화로 환산한 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다","이 투자신탁은 S&P Dow Jones Indices가 발표하는“S&P Global Infrastructure 지수”를 기초지수로 하는 상장지수투자신탁으로서, 기초지수의 수익률 추종을 목적으로 장외파생상품에 주로 투자합니다.","이 ETF는 주식을 기초자산으로 하여 파생상품시장에서 거래되는 장외파생상품을 주된 투자대상자산으로 하며, ""S&P Global Infrastructure 지수“를 기초지수로 하여 1좌당 순자산가치의 변동률을 원화로 환산한 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.S&P Dow Jones Indices가 발표하는 S&P Global Infrastructure 지수는 S&P Global Broad Market Index에 속하는 종목 중, 에너지(Energy), 운송(Transportation), 설비(Utilities)에 해당하는 종목을 선정하여 규모와 유동성 조건을 충족하는 75개 종목을 구성종목으로 하여 수정시가총액 가중방식으로 산출하는 지수입니다.",\n,"0.40","미래에셋자산운용(주)","12637933427","0.11",\n
"A269420","KODEX S&P글로벌인프라(합성)","S&P Global Infrastructure Index","2017-05-16","해외","글로벌","글로벌","주식","업종섹터","주식","K55105BN5708","2017-05-15","ETF,ETF(해외주식),인프라펀드","이 투자신탁은 S&P Global Infrastructure Index(KRW 기준, 환헷지 안함, 이하“기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다.","이 투자신탁은 기초지수인 S&P Global Infrastructure Index(KRW기준, 환헷지 안함)를 추종하는 것을 목적으로, 해외 주식 및 해외 주식 관련 파생상품 및 상장지수집합투자증권 등에 투자할 계획입니다.","이 투자신탁은 S&P Global Infrastructure Index Price Return을 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.26","삼성자산운용(주)","15825048471","-1.07",\n
"A269530","PLUS S&P글로벌인프라","S&P Global Infrastructure Index","2017-05-16","해외","글로벌","글로벌","주식","업종섹터","주식","K55213BO6514","2017-05-10","ETF,ETF(해외주식)","이 투자신탁은 해외 및 국내 주식을 법시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상 자산으로 하며, 수익증권 1좌당 순자산가치의 변동률을 주식회사 S&P Dow Jones Indices가 산출하여 공표하는 추적대상지수인 S&P Global Infrastructure 지수의 변동률과 유사하도록 운용함을 목적으로 합니다.","이 투자신탁은 주식회사 S&P Dow Jones Indice 가 산출하여 공표하는 추적대상지수인 S&P Global Infrastructure 지수의 성과를 가장 효율적으로 추종할 수 있도록 추적대상지수를 구성하고 있는 종목 대부분을 편입하는 것을 원칙으로 합니다.","이 투자신탁은 해외 및 국내 주식을 법 시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, “S&P Global Infrastructure Index""를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.  “S&P Global Infrastructure Index""는 S&P Dow Jones Indices가 산출하는 주가 지수로, 선진국 주식 시장에 상장된 종목 중 유동성 및 시가총액 조건을 만족시키는 글로벌 인프라스트럭쳐 업종의 75 종목에 투자하는 지수입니다. 구성종목 간 투자 비중은 유동 시가 총액 가중 방식을 사용합니다.",\n,"0.30","한화자산운용","7839388803","-0.41",\n
"A271060","KODEX 3대농산물선물(H)","S&P GSCI Grains Select Index ER","2017-06-13","해외","해외","해외","원자재","농산물","혼합","K55105BP4386","2017-06-12","ETF,ETF(기타),농산물펀드","이 투자신탁은 CBOT(Chicago Board of Trade, 시카고상품거래소)에 상장된 옥수수, 콩, 밀 선물가격의 움직임을 나타내는 지수 S&P GSCI Grains Select Index Excess Return(이하 “기초지수”라 한다)를기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용 목적으로 합니다.","S&P GSCI Grains Select Index Excess Return를 기초지수로 하여 1좌당 순자산가치의 변동률 을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용합니다.
 이 투자신탁은 기초지수의 수익률을 추종함에 있어 시카고상품거래소(CBOT)에서 거래되고 있는 옥수수, 콩, 밀 선물을 펀드 순자산의 100% 이내로 매수하고, 파생상품 위험평가액을 순자산 100%이내로 운용하기 위해 옥수수, 콩, 밀 관련 ETF에 투자할 수 있음","이 투자신탁은 S&P GSCI Grains Select Index Excess Return을 기초지수로 하여 시카고상품거래소(CBOT)에 상장된 옥수수선물, 콩선물, 밀선물 가격에 연동됩니다.",\n,"0.55","삼성자산운용(주)","28033274742","0.12",\n
"A275980","TIGER 글로벌4차산업혁신기술(합성 H)","MorningStar Exponential Technologies Index(PR)","2017-08-01","해외","글로벌","글로벌","주식","업종섹터","업종테마","K55301BS2819","2017-07-28","ETF,ETF(해외주식),4차산업","이 투자신탁은 주식을 기초자산으로 하여 파생상품시장에서 거래되는 장외파생상품을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, “Morningstar Exponential Technologies 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 Morningstar, Inc.가 발표하는“Morningstar Exponential Technologies 지수”를 기초지수로 하는 상장지수투자신탁으로서, 기초지수의 수익률 추종을 목적으로 장외파생상품에 주로 투자합니다.","이 ETF는 주식을 기초자산으로 하여 파생상품시장에서 거래되는 장외파생상품을 주된 투자대상자산으로 하며, ""Morningstar Exponential Technologies 지수“를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.Morningstar, Inc.가 발표하는 “Morningstar Exponential Technologies 지수”는 Morningstar Global Markets 지수의 구성종목인 글로벌 주식을 유니버스로 하며, 모닝스타에서 선정한 9가지 기하급수 기술 팩터를 감안하여 동일가중방식으로 종목을 선정하는 지수입니다.",\n,"0.40","미래에셋자산운용(주)","108756407869","-0.90",\n
"A276000","TIGER 글로벌자원생산기업(합성 H)","MorningStar Global Upstream Resources Index(PR)","2017-08-01","해외","글로벌","글로벌","주식","업종섹터","업종테마","K55301BS2827","2017-07-28","ETF,ETF(해외주식)","이 투자신탁은 주식을 기초자산으로 하여 파생상품시장에서 거래되는 장외파생상품을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, “Morningstar Global Upstream Natural Resources 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 Morningstar, Inc.가 발표하는“Morningstar Global Upstream Natural Resources 지수”를 기초지수로 하는 상장지수투자신탁으로서, 기초지수의 수익률 추종을 목적으로 장외파생상품에 주로 투자합니다.","이 ETF는 주식을 기초자산으로 하여 파생상품시장에서 거래되는 장외파생상품을 주된 투자대상자산으로 하며, ""Morningstar Global Upstream Natural Resources 지수“를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.Morningstar, Inc.가 발표하는 “Morningstar Global Upstream Natural Resources 지수”는 Morningstar Global Markets 지수의 구성종목인 글로벌 주식을 유니버스로 하며, 자원관련 업스트림(원자재를 중간재로 변환/정제) 비즈니스를 영위하는 기업으로 천연자원 카테고리(에너지, 금속, 농산물, 목재, 수자원)에 해당하는 종목으로 구성하는 지수입니다.",\n,"0.40","미래에셋자산운용(주)","11124418995","-2.16",\n
"A276650","RISE 글로벌테크놀로지(합성 H)","S&P Global 1200 Information Technology and Interactive Media & Services(PR)","2017-08-17","국내&해외","국내&해외","국내&해외","주식","업종섹터","업종테마","K55223BU6548","2017-08-14","ETF,ETF(해외주식),4차산업","이 투자신탁은 기초지수인 S&P Global 1200 Information Technology and Interactive Media & Services Index 의 변동률과 유사한 변동률을 실현하는 것을 목표로 하는 상장지수투자신탁으로, 운용목적 달성을 위해 장외파생상품 등에 투자합니다.","이 투자신탁은 기초지수인 S&P Global 1200 Information Technology and Interactive Media & Services Index 의 변동률과 유사한 변동률을 실현하는 것을 목표로 하는 상장지수투자신탁으로, 운용목적 달성을 위해 장외파생상품 등에 투자합니다.","이 투자신탁은 S&P Global 1200 Information Technology Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다.또한 이 투자신탁은 환율변동으로 인한 위험을 관리하기 위하여 환헤지 전략을 실행할 계획이며, 이를 위하여 장외파생상품 계약에 환헤지 전략을 반영할 계획입니다.S&P Global 1200 Information Technology Index는 S&P Dow Jones Indices가 산출하는 지수로, S&P Global 1200 Index의 구성종목 중 글로벌섹터분류기준(GICS)으로 IT 섹터에 해당하는 종목으로 구성된 지수입니다.",\n,"0.40","케이비자산운용(주)","25439369450","-0.01",\n
"A276990","KODEX 글로벌로봇(합성)","ROBO Global Robotics & Automation UCITS Price Return Index","2017-08-17","국내&해외","국내&해외","국내&해외","주식","업종섹터","업종테마","K55105BT6494","2017-08-16","ETF,ETF(해외주식),4차산업","이 투자신탁은 ROBO Global Robotics & Automation UCITS Price Return Index(KRW 기준, 환헷지 안함, 이하“기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다.","이 투자신탁은 기초지수인 ROBO Global Robotics & Automation UCITS Price Return Index(KRW기준, 환헷지 안함)를 추종하는 것을 목적으로, 해외 주식 및 해외 주식 관련 파생상품 및 상장지수집합투자증권 등에 투자할 계획입니다.","이 투자신탁은 ROBO Global Robotics & Automation UCITS Price Return Index 을 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.30","삼성자산운용(주)","22092280186","-0.23",\n
"A280320","ACE 미국IT인터넷S&P(합성 H)","다우존스 인터넷 종합지수","2017-10-17","해외","북미","미국","주식","업종섹터","정보기술","K55101BW5925","2017-10-12","ETF,ETF(해외주식),4차산업","이 투자신탁은 장외파생상품을 법시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하여 1좌당 순자산가치의 변동률을 기초지수인 다우존스 인터넷 종합지수SP Dow Jones Internet Composite Price return Index의 일간변동률과 유사하도록 투자신탁재산을 운용함을 그 목적으로 합니다","이 투자신탁은 S&P가 산출 및 발표하는 다우존스 인터넷 종합지수(Dow Jones Internet Composite Price Return Index)(이하 “지수”라 한다)의 변화에 연동하여 운용하기 위하여 추적대상지수인 다우존스 인터넷 종합지수(Dow Jones Internet Composite Price Return Index)를 기초자산으로 하여 수익이 결정되는 장외파생상품(Swap)에 주로 투자합니다.","이 투자신탁은 장외파생상품을 주된 투자대상으로 하여 1좌당 순자산가치의 변동률을 기초지수인 “Dow Jones US Internet Composite Index”일간 변동률과 유사하도록 투자신탁 재산을 운용하는 것을 목표로 합니다.S&P가 발표하는“Dow Jones US Internet Composite Index”는 인터넷 관련 사업으로부터 판매/수익이 발생하는 미국 상장 상위 40개 종목으로 구성되었으며 1996년 6월 30일을 41.77pt 기준으로 1999년 2월 18일부터 발표한 지수입니다.이 투자신탁은 환헤지형 상품으로, 상대국의 환율변동 노출을 최소화하는 환헤지 전략을 실행합니다.",\n,"0.50","한국투자신탁운용","15674558348","-0.48",\n
"A284980","RISE 200금융","코스피 200 금융","2017-12-08","국내","코스피","코스피","주식","업종섹터","금융","K55223C02611","2017-12-07","ETF,ETF(국내주식),금융펀드(국내)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200금융지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 한국거래소가 산출하는 코스피200금융지수(KOSPI200 Financials Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.","이 투자신탁은 국내 주식을 주된 투자대상자산으로 하며, 코스피200금융지수를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.코스피200금융지수는 한국거래소가 산출하는 주가지수로, 코스피200 구성종목 중 글로벌섹터분류 기준으로 금융섹터에 해당하는 종목을 유동주식수 가중방식으로 산출하는 지수 지수입니다.ETF의 설정단위는 20,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.19","케이비자산운용(주)","5636205075","-0.15","4.25"
"A284990","KBSTAR 200에너지화학","코스피 200 에너지/화학","2017-12-08","국내","코스피","코스피","주식","업종섹터","에너지화학","K55223C02645","2017-12-07","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200에너지화학지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 한국거래소가 산출하는 코스피200에너지화학지수(KOSPI200 Energy&Chemicals Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.",\n,\n,"0.19","케이비자산운용(주)",\n,\n,\n
"A285000","KBSTAR 200IT","코스피 200 정보기술","2017-12-08","국내","코스피","코스피","주식","업종섹터","정보기술","K55223C02587","2017-12-07","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200정보기술지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 한국거래소가 산출하는 코스피200정보기술지수(KOSPI200 Information Technology Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.",\n,\n,"0.19","케이비자산운용(주)",\n,\n,\n
"A285010","KBSTAR 200중공업","코스피 200 중공업","2017-12-08","국내","코스피","코스피","주식","업종섹터","중공업","K55223C02652","2017-12-07","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200중공업지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다.","이 투자신탁은 한국거래소가 산출하는 코스피200중공업지수(KOSPI200 Heavy Industries Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.",\n,\n,"0.19","케이비자산운용(주)",\n,\n,\n
"A285020","KBSTAR 200철강소재","코스피 200 철강/소재","2017-12-08","국내","코스피","코스피","주식","업종섹터","철강소재","K55223C02660","2017-12-07","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200철강소재지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 한국거래소가 산출하는 코스피200철강소재지수(KOSPI200 Steels & Materials Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.",\n,\n,"0.19","케이비자산운용(주)",\n,\n,\n
"A287180","PLUS 미국나스닥테크","NASDAQ 100 Technology Sector Index","2017-12-13","해외","북미","미국","주식","업종섹터","업종테마","K55213C03586","2017-12-12","ETF,ETF(해외주식)","이 투자신탁은 해외 주식을 법시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로하며 수익증권 1좌당 순자산가치의 변동률을 주식회사 NASDAQ이 산출하여 공표하는 추적대상지수인 NASDAQ 100 Technology Sector Index의 변동률과 유사하도록 운용함을 목적으로 합니다","이 투자신탁은 주식회사 NASDAQ이 산출하여 공표하는 추적대상지수인 NASDAQ 100 Technology Sector Index의 성과를 가장 효율적으로 추종할 수 있도록 추적대상지수를 구성하고 있는 종목 대부분을 편입하는 것을 원칙으로 합니다.","이 투자신탁은 해외 주식을 법 시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, “NASDAQ-100 Technology Sector Index""를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.“NASDAQ-100 Technology Sector Index""는 NASDAQ index가 산출하는 주가 지수로, NASDAQ 100 지수 구성종목 중 ICB 업종 분류 기준 Technology 업종에 투자하는 지수입니다.기업의 주식 종류가 다른 경우 모두 포함되며, 구성종목 간 투자 비중은 수정 동일가중 방식을 사용합니다.",\n,"0.50","한화자산운용","30679144895","-0.47",\n
"A287300","KBSTAR 200건설","코스피 200 건설","2017-12-22","국내","코스피","코스피","주식","업종섹터","건설","K55223C02595","2017-12-21","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200건설지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 한국거래소가 산출하는 코스피200건설지수(KOSPI200 Constructions Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.",\n,\n,"0.19","케이비자산운용(주)",\n,\n,\n
"A287310","KBSTAR 200경기소비재","코스피 200 경기소비재","2017-12-22","국내","코스피","코스피","주식","업종섹터","경기소비재","K55223C02603","2017-12-21","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200경기소비재지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 한국거래소가 산출하는 코스피200경기소비재지수(KOSPI200 Consumer Discretionary Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.",\n,\n,"0.19","케이비자산운용(주)",\n,\n,\n
"A287320","KBSTAR 200산업재","코스피 200 산업재","2017-12-22","국내","코스피","코스피","주식","업종섹터","산업재","K55223C02629","2017-12-21","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200산업재지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 한국거래소가 산출하는 코스피200산업재지수(KOSPI200 Industrials Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.",\n,\n,"0.19","케이비자산운용(주)",\n,\n,\n
"A287330","KBSTAR 200생활소비재","코스피 200 생활소비재","2017-12-22","국내","코스피","코스피","주식","업종섹터","생활소비재","K55223C02637","2017-12-21","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며 코스피200생활소비재지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다","이 투자신탁은 한국거래소가 산출하는 코스피200생활소비재지수(KOSPI200 Consumer Staples Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.",\n,\n,"0.19","케이비자산운용(주)",\n,\n,\n
